Disease Name,Category,Symptoms,Severity,Causes
Onchocerciasis,Parasite,"skin depigmentation, nodules, lymphadenopathy, itching, skin rash",Medium,Onchocerca volvulus; blackfly bites; river blindness; endemic areas
Salmonella Infection,Bacteria,"abdominal cramps, blood in stool, nausea, fever, diarrhea",Medium,Salmonella bacteria; contaminated food; undercooked poultry; raw eggs
Insomnia,Disorder,"early morning awakening, difficulty falling asleep, difficulty staying asleep, mood changes",Low,stress; anxiety; depression; caffeine; irregular schedule; medical conditions
Osteoporosis,Disease,"stooped posture, back pain, bone fractures, loss of height",Medium,aging; hormonal changes; calcium deficiency; vitamin D deficiency; sedentary lifestyle
Obsessive-Compulsive Disorder,Disorder,"obsessive thoughts, time-consuming rituals, interference with daily life, anxiety, compulsive behaviors",Medium,genetic factors; brain chemistry; learned behavior; stress; trauma
Sinusitis,Disease,"thick nasal discharge, facial pain, cough, headache, nasal congestion, fatigue, fever",Medium,viral infection; bacterial infection; allergic reaction; anatomical abnormalities
Taeniasis,Parasite,"headache, nausea, weight loss, seizures, cysticercosis, abdominal pain, vision changes",Low,Taenia species; undercooked pork/beef; contaminated water; poor sanitation
Alcohol Poisoning,Disease,"vomiting, unconsciousness, seizures, irregular heartbeat, confusion, slow breathing",High,excessive alcohol consumption; binge drinking; alcohol intolerance; mixing substances
Ancylostomiasis,Parasite,"abdominal pain, fatigue, diarrhea, protein deficiency, pica, edema",Low,Ancylostoma duodenale; skin penetration; contaminated soil; barefoot walking
Endometriosis,Disease,"bowel problems, fatigue, pelvic pain, infertility, painful periods, pain during intercourse",Low,retrograde menstruation; immune system dysfunction; hormonal factors; genetic factors
Central Sleep Apnea Syndromes,Disorder,"breathing pauses, oxygen desaturation, cognitive impairment, arousals",Medium,heart failure; stroke; neurological disorders; opioid use; high altitude
Hymenolepiasis,Parasite,"abdominal pain, anorexia, diarrhea, allergic reactions",Low,Hymenolepis nana; fecal-oral transmission; contaminated food/water; poor hygiene
Depression,Disorder,"appetite changes, persistent sadness, loss of interest, fatigue, sleep disturbances",High,genetic factors; brain chemistry; stress; trauma; medical conditions; substance abuse
Delayed Sleep Phase Disorder,Disorder,"delayed sleep onset, delayed wake time, daytime sleepiness, difficulty functioning in morning, insomnia",Low,genetic factors; circadian rhythm abnormalities; environmental factors
Altitude Sickness,Disease,"shortness of breath, dizziness, nausea, insomnia, fatigue, loss of appetite, headache",High,rapid ascent to high altitude; low oxygen levels; dehydration; overexertion
Addison's Disease,Disease,"low blood pressure, hyperpigmentation, weight loss, fatigue, salt craving, dizziness",High,autoimmune destruction; infection; cancer; adrenal hemorrhage
Peptic Ulcer Disease,Disease,"bloating, nausea, dark stools, vomiting, abdominal pain",Low,Helicobacter pylori infection; NSAID use; stress; smoking; alcohol
Neonatal Disorders,Disease,"hypoglycemia, respiratory distress, feeding difficulties, jaundice, hypothermia",Medium,prematurity; birth trauma; infections; congenital defects; maternal factors
Trombiculosis,Parasite,"secondary infection, red lesions, vesicles, intense itching, papular rash",Medium,Trombicula mites; chigger bites; outdoor activities; seasonal occurrence
Kawasaki Disease,Disease,"rash, fever, red lips/tongue, red eyes, swollen lymph nodes",High,unknown; immune system response; possible viral trigger; genetic predisposition
Polymyalgia Rheumatica,Disease,"fatigue, shoulder pain, hip pain, stiffness",Medium,unknown; autoimmune response; genetic factors; environmental triggers
Typhoid Fever,Bacteria,"headache, abdominal pain, rash, persistent fever, loss of appetite, fatigue, constipation",High,Salmonella typhi; contaminated food/water; poor hygiene
Gout,Disease,"swelling, redness, severe joint pain, fever",Medium,high uric acid levels; diet; genetics; medications; obesity
Sleep-Related Movement Disorders,Disorder,"daytime fatigue, sleep disruption, periodic limb movements, restless legs",Low,genetic factors; iron deficiency; renal failure; pregnancy
Sleep-Related Leg Cramps,Disorder,"sudden onset, sleep disturbance, during sleep, painful leg cramps, arousal from sleep",Low,unknown; dehydration; electrolyte imbalances; neurological conditions; medications
Hymenolepiasis,Parasite,"abdominal pain, diarrhea, nausea, anorexia, dizziness, headache",Low,Hymenolepis nana; fecal-oral transmission; contaminated food/water; poor hygiene
Pulmonary Embolism,Disease,"cough, dizziness, bloody sputum, chest pain, fainting, rapid heartbeat, sudden shortness of breath",High,deep vein thrombosis; blood clot in lungs; immobility; surgery; cancer
Croup,Virus,"stridor, barking cough, restlessness, hoarse voice, fever",Low,parainfluenza virus; respiratory syncytial virus; influenza virus
Spinocerebellar Ataxia,Disease,"speech problems, muscle weakness, balance problems, coordination difficulties",High,genetic mutations; various gene expansions; autosomal dominant inheritance
Central Sleep Apnea Syndromes,Disorder,"arousals, oxygen desaturation, breathing pauses, cognitive impairment",High,heart failure; stroke; neurological disorders; opioid use; high altitude
Interstitial Cystitis,Disease,"frequent urination, bladder pain, depression, urgency",Low,bladder wall inflammation; unknown etiology; autoimmune factors; neurological factors
Hypersomnolence Disorder,Disorder,"excessive sleepiness, difficulty awakening, automatic behaviors, prolonged sleep duration",Medium,idiopathic; neurological conditions; medications; environmental factors; circadian factors
Hepatobiliary Disorders,Disease,"abdominal pain, jaundice, fatigue, pale stools",Low,viral infections; alcohol abuse; autoimmune disorders; metabolic disorders
Heart Failure,Disease,"shortness of breath, fatigue, swelling, rapid heartbeat",Medium,coronary artery disease; hypertension; cardiomyopathy; valve disease; arrhythmia
Ehlers-Danlos Syndrome,Disease,"vascular complications, organ prolapse, joint hypermobility, skin hyperelasticity, easy bruising",Low,genetic mutations; collagen defects; various inheritance patterns
Attention Deficit Hyperactivity Disorder,Disorder,"hyperactivity, forgetfulness, inattention, impulsivity",Low,genetic factors; brain chemistry; prenatal exposure; low birth weight; environmental factors
Peroxisomal Disorders,Disease,"adrenal insufficiency, seizures, vision problems, hearing loss, developmental delay",High,peroxisomal enzyme deficiencies; genetic mutations; autosomal recessive inheritance
Central Disorders of Hypersomnolence,Disorder,"excessive sleepiness, sleep paralysis, cataplexy, long sleep duration, sleep inertia",Medium,idiopathic; neurological conditions; medications; substance use
Lead Poisoning,Disease,"constipation, nervousness, headache, fatigue, abdominal pain",Low,lead exposure; old paint; contaminated water; industrial exposure; lead-based products
Loiasis,Parasite,"fatigue, fever, subcutaneous swellings, itching, joint pain",Medium,Loa loa; tabanid fly bites; day-biting flies; endemic areas
Circadian Rhythm Sleep-Wake Disorders,Disorder,"misaligned sleep timing, insomnia, jet lag, advanced sleep phase, excessive sleepiness",Low,travel across time zones; shift work; genetic factors; blindness; neurological conditions
Eating Disorders,Disorder,"weight abnormalities, abnormal eating patterns, cardiac problems, body image distortion",High,psychological factors; societal pressures; genetic predisposition; neurochemical imbalances
Pulmonary Embolism,Disease,"fainting, cough, sudden shortness of breath, dizziness, chest pain",High,deep vein thrombosis; blood clot in lungs; immobility; surgery; cancer
Acute Pancreatitis,Disease,"nausea, severe abdominal pain, jaundice, vomiting",High,gallstones; alcohol abuse; hypertriglyceridemia; medications; infection
Eczema,Disease,"cracking, red patches, itchy skin, dry skin",Low,genetic factors; immune system dysfunction; environmental triggers; stress
Non-24-Hour Sleep-Wake Rhythm Disorder,Disorder,"progressive delay in sleep timing, insomnia, work impairment, excessive sleepiness",Low,blindness; neurological conditions; genetic factors; aging
Parasomnias,Disorder,"REM sleep behavior disorder, night terrors, sleepwalking, sleep sex, abnormal sleep behaviors, sleep eating",Low,genetic factors; stress; medications; sleep deprivation; neurological conditions
Dermatological Disorders,Disease,"texture abnormalities, skin abnormalities, hair/nail problems, itching, pigmentation changes, rashes",Low,immune disorders; genetic factors; infections; environmental exposures
Bipolar Disorder,Disorder,"racing thoughts, decreased need for sleep, mood swings, elevated mood, impulsive behavior, increased energy, depressed mood",Medium,genetic factors; brain chemistry; stress; trauma; substance abuse
Measles,Virus,"white spots in mouth, sore throat, fever, cough, rash, runny nose, fatigue",Medium,Measles virus; airborne droplets; unvaccinated populations
Neurodevelopmental Disorders,Disorder,"communication difficulties, social challenges, behavioral problems, adaptive functioning deficits, developmental delays, cognitive impairments",Low,genetic factors; prenatal exposures; perinatal complications; environmental factors
Non-Rapid Eye Movement Sleep Arousal Disorders,Disorder,"sleepwalking, confusional arousals, injury risk, amnesia for event, inappropriate behavior, sleep terrors",Low,genetic factors; stress; sleep deprivation; fever; medications
Inflammatory Bowel Disease,Disease,"diarrhea, abdominal pain, weight loss, joint pain, fatigue",Medium,immune system dysfunction; genetic factors; environmental factors; gut microbiome
Sleep Disorders,Disorder,"excessive sleepiness, fatigue, insomnia, abnormal sleep patterns, behavioral problems, cognitive impairment",Low,circadian rhythm disorders; medical conditions; medications; lifestyle factors
Toxocariasis,Parasite,"rash, eosinophilia, cough, abdominal pain, pulmonary infiltrates, hepatomegaly, fever",Medium,Toxocara species; ingestion of eggs; contaminated soil; pica
Allergic Rhinitis,Disease,"postnasal drip, fatigue, itchy nose, congestion, sneezing, itchy eyes, runny nose",Low,pollen; dust mites; pet dander; mold; environmental allergens
Impulse Control Disorders,Disorder,"tension before acting, regret afterward, loss of control, urges, impulsive behaviors",Medium,genetic factors; brain chemistry; stress; trauma; substance use
Keratoconus,Disease,"distorted vision, blurred vision, light sensitivity, corneal scarring",Medium,genetic factors; eye rubbing; atopy; connective tissue disorders
Restless Legs Syndrome,Disorder,"urge to move legs, sleep disturbance, periodic limb movements, worse at rest, uncomfortable sensations",Low,genetic factors; iron deficiency; pregnancy; chronic kidney disease; neuropathy
Heat Stroke,Disease,"high body temperature, rapid heartbeat, rapid breathing, loss of consciousness, organ failure, seizures, confusion",High,prolonged heat exposure; dehydration; strenuous activity; inadequate acclimation
Primary Immunodeficiencies,Disease,"failure to thrive, autoimmune disorders, organ dysfunction, recurrent infections",Medium,genetic mutations; immune system defects; various inheritance patterns
Necatoriasis,Parasite,"anemia, edema, pica, diarrhea, fatigue, abdominal pain, protein deficiency",Medium,Necator americanus; skin penetration; contaminated soil; barefoot walking
