Disease Name,Category,Symptoms,Severity,Causes
Migraine,Disease,nausea; vomiting; aura; sensitivity to sound; severe headache; bleeding gums,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Eating Disorders,Disorder,body image distortion; restrictive eating; metabolic alkalosis; binge eating; obsession with food; fear of gaining weight; purging; hydrocele,High,Genetic factors; Psychological factors; Cultural pressures; Trauma; Low self-esteem; Perfectionism
Migraine,Disease,aura; sensitivity to light; hydrocele; cysticercosis; nausea; vomiting; sensitivity to sound; severe headache,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Ebola,Virus,diarrhea; hemorrhage; weakness; fever; severe headache; muscle pain; vomiting; thrombocytosis,High,Ebola virus; Contact with infected body fluids; Animal transmission
Dengue,Virus,rash; bleeding; high fever; thrombocytosis; pain behind eyes; meniscus tear; severe headache; muscle pain; joint pain,High,Dengue virus; Mosquito transmission; Aedes mosquito bite
Anxiety Disorder,Disease,fatigue; irritability; excessive worry; difficulty concentrating; gigantorhynchus; muscle tension,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Asthma,Disease,fatigue; chest tightness; irritability; purpura; shortness of breath; coughing,Medium,Genetic factors; Allergens; Air pollution; Respiratory infections; Exercise; Stress
Irritable Bowel Syndrome,Disorder,nephrotic syndrome; constipation; diarrhea; gas; abdominal pain; mucus in stool; bloating; oligarthrus; dislocations,Medium,Gut-brain axis dysfunction; Infections; Food intolerances; Stress; Genetic factors; Gut microbiota changes
Gonorrhea,Bacteria,rectal pain; frequent thirst; testicular pain; painful urination; sore throat; pelvic pain; abnormal discharge,Medium,Neisseria gonorrhoeae; Sexual transmission; Mother-to-child during birth
Diabetes Type 1,Disease,increased thirst; slow-healing sores; frequent infections; fatigue; swelling in legs; extreme hunger; opisthorchiasis; frequent urination,High,Autoimmune destruction of insulin-producing cells; Genetic predisposition; Environmental triggers
Asthma,Disease,shortness of breath; multiple sclerosis; coughing; difficulty sleeping; fatigue; wheezing,Medium,Genetic factors; Allergens; Air pollution; Respiratory infections; Exercise; Stress
Pertussis,Bacteria,fatigue; fever; whooping sound; vomiting after cough; severe cough; runny nose,High,Bordetella pertussis; Airborne transmission; Close contact
Dengue,Virus,bleeding; rash; muscle pain; pain behind eyes; tingling; joint pain; brugada syndrome; PCL tear; severe headache; high fever,High,Dengue virus; Mosquito transmission; Aedes mosquito bite
Dyscalculia,Disorder,poor spatial reasoning; calculation errors; cushing syndrome; fractures; difficulty understanding math concepts; number sense problems,Low,Genetic factors; Brain structure differences; Prenatal exposure; Learning experiences; Neurological factors
Epilepsy,Disease,headache; loss of consciousness; convulsions; seizures; confusion; inermicapsifer; malaria; fatigue; ulcer,High,Genetic factors; Brain injury; Infections; Stroke; Brain tumors; Developmental disorders
Urinary Tract Infection,Bacteria,pelvic pain; cloudy urine; frequent urination; strong urine odor; coughing up blood; burning sensation; fever,Medium,E. coli bacteria; Poor hygiene; Sexual activity; Catheter use
Strep Throat,Bacteria,white patches on tonsils; fractures; difficulty swallowing; sore throat; fever; swollen lymph nodes; rash,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
Leprosy,Bacteria,muscle weakness; enlarged nerves; compartment syndrome; numbness; eye problems; skin lesions; chronic nasal congestion,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Asthma,Disease,bronchitis; difficulty sleeping; shortness of breath; coughing; fatigue; chest tightness,Medium,Genetic factors; Allergens; Air pollution; Respiratory infections; Exercise; Stress
Hypertension,Disease,dizziness; shortness of breath; blurred vision; metabolic alkalosis; nosebleeds; headache; chest pain,Medium,Genetic factors; Obesity; High salt intake; Stress; Lack of exercise; Smoking
Urinary Tract Infection,Bacteria,eczema; pelvic pain; hymenolepiasis; frequent urination; strong urine odor; burning sensation; cloudy urine; fractures; fever,Medium,E. coli bacteria; Poor hygiene; Sexual activity; Catheter use
Restless Legs Syndrome,Disorder,urge to move legs; hookworm; difficulty concentrating; uncomfortable sensations; sleep disturbances; vomiting,Low,Genetic factors; Iron deficiency; Pregnancy; Chronic diseases; Medications; Caffeine
Hepatitis B,Virus,dark urine; abdominal pain; jaundice; macracanthorhynchus; loss of appetite; encephalopathy; fatigue; nausea,High,Hepatitis B virus; Blood contact; Sexual transmission; Mother-to-child
Sickle Cell Anemia,Disorder,jaundice; varicocele; shortness of breath; frequent infections; delayed growth; fatigue; pain crises,High,Genetic mutation; Inherited from both parents; African ancestry; Mediterranean ancestry
Hepatitis C,Virus,fatigue; joint pain; loss of appetite; jaundice; abdominal pain; valvular heart disease; nausea,Medium,Hepatitis C virus; Blood contact; Shared needles; Healthcare exposure
Migraine,Disease,sensitivity to light; sensitivity to sound; cushing syndrome; severe headache; vomiting; nausea; aura; ascites,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Tourette Syndrome,Disorder,involuntary movements; hydrocephalus; long QT syndrome; SIADH; vocal tics; obsessive behaviors; attention difficulties; involuntary sounds,Medium,Genetic factors; Brain chemistry; Environmental factors; Complications during pregnancy; Infections
Hypertension,Disease,brugada syndrome; dizziness; nosebleeds; skin rash; shortness of breath; chest pain; headache; insomnia,Medium,Genetic factors; Obesity; High salt intake; Stress; Lack of exercise; Smoking
Alzheimer's Disease,Disease,difficulty with familiar tasks; mood changes; difficulty with problem-solving; epistaxis; SIADH; disorientation; memory loss; diphyllobothriasis; confusion,High,Genetic factors; Age; Family history; Cardiovascular disease; Head trauma; Lifestyle factors
Hepatitis C,Virus,abdominal pain; fatigue; meningitis; jaundice; nausea; shin splints; joint pain; loss of appetite,Medium,Hepatitis C virus; Blood contact; Shared needles; Healthcare exposure
Multiple Sclerosis,Disease,fatigue; ligament tear; vision problems; weakness; numbness; dizziness; bladder problems; difficulty walking; cold sweats,High,Autoimmune disorder; Genetic factors; Environmental factors; Vitamin D deficiency; Smoking
Rheumatoid Arthritis,Disease,weight loss; joint stiffness; confusion; fatigue; joint pain; joint swelling; fever,Medium,Autoimmune disorder; Genetic factors; Environmental triggers; Hormonal factors; Infections
Fibromyalgia,Disorder,clonorchiasis; irritable bowel syndrome; diabetes insipidus; echinococcus; headaches; widespread pain; sleep disturbances; cognitive difficulties; fatigue,Medium,Genetic factors; Infections; Physical trauma; Stress; Abnormal pain processing; Hormonal changes
Bipolar Disorder,Disorder,mania; sleep disturbances; irritability; tendon rupture; chills; impulsivity; mood swings,High,Genetic factors; Brain chemistry; Stress; Trauma; Substance abuse; Medical conditions
Obsessive-Compulsive Disorder,Disorder,anxiety; compulsions; time-consuming rituals; interference with daily life; obsessions; uremia; distress,Medium,Genetic factors; Brain chemistry; Learning experiences; Stress; Trauma; Infections
Leprosy,Bacteria,spinal cord injury; skin lesions; eye problems; chronic nasal congestion; Buerger disease; enlarged nerves; hypertrophic cardiomyopathy; numbness,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Zika Virus,Virus,tendon rupture; headache; smell changes; muscle pain; fever; conjunctivitis,Medium,Zika virus; Mosquito transmission; Sexual transmission
Chickenpox,Virus,fatigue; fever; itching; rash; pneumonia; thrombocytopenia; night sweats; loss of appetite,Medium,Varicella-zoster virus; Airborne transmission; Direct contact
Alzheimer's Disease,Disease,memory loss; disorientation; mood changes; COPD; difficulty with familiar tasks; confusion,High,Genetic factors; Age; Family history; Cardiovascular disease; Head trauma; Lifestyle factors
Multiple Sclerosis,Disease,weakness; vision problems; dizziness; fatigue; bladder problems; numbness; heart palpitations; difficulty walking; light sensitivity,High,Autoimmune disorder; Genetic factors; Environmental factors; Vitamin D deficiency; Smoking
Urinary Tract Infection,Bacteria,anoplocephaliasis; pelvic pain; cloudy urine; burning sensation; schistosomiasis; fever; taenia,Medium,E. coli bacteria; Poor hygiene; Sexual activity; Catheter use
Obsessive-Compulsive Disorder,Disorder,distress; weight loss; obsessions; interference with daily life; echinococcus; compulsions; anxiety,Medium,Genetic factors; Brain chemistry; Learning experiences; Stress; Trauma; Infections
Mumps,Virus,swollen salivary glands; MCL tear; brugada syndrome; fever; muscle pain; fatigue; headache; moniliformis,Medium,Mumps virus; Airborne transmission; Saliva contact
Norovirus,Virus,headache; stomach cramps; vomiting; sound sensitivity; nausea; diarrhea; fever,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
Pertussis,Bacteria,leukocytosis; runny nose; severe cough; whooping sound; arm pain; fever; fatigue; vomiting after cough; diphyllobothriasis,High,Bordetella pertussis; Airborne transmission; Close contact
Syphilis,Bacteria,infertility; fever; rash; chest pain; chancre sore; purpura; fatigue; neurological symptoms,High,Treponema pallidum; Sexual transmission; Congenital transmission
Dengue,Virus,pain behind eyes; joint pain; high fever; severe headache; muscle pain; bleeding; rash,High,Dengue virus; Mosquito transmission; Aedes mosquito bite
Hepatitis B,Virus,dark urine; abdominal pain; fatigue; nausea; jaundice; loss of appetite; pericarditis; macracanthorhynchus,High,Hepatitis B virus; Blood contact; Sexual transmission; Mother-to-child
Epilepsy,Disease,fatigue; TIA; seizures; loss of consciousness; confusion; cholecystitis,High,Genetic factors; Brain injury; Infections; Stroke; Brain tumors; Developmental disorders
Rotavirus,Virus,PCL tear; depression; abdominal pain; vomiting; fever; severe diarrhea; dehydration,High,Rotavirus infection; Fecal-oral transmission; Contaminated surfaces
Influenza,Virus,cough; body aches; headache; compartment syndrome; fatigue; fever; sore throat,Medium,Influenza virus infection; Seasonal transmission; Airborne droplets
Salmonella,Bacteria,abdominal cramps; diarrhea; adrenal insufficiency; nausea; fever; vomiting; headache; peripheral neuropathy,Medium,Salmonella bacteria; Contaminated food; Undercooked poultry/eggs; Poor food handling
Tuberculosis,Bacteria,plantar fasciitis; persistent cough; fatigue; trichuriasis; fever; depression; weight loss; night sweats,High,Mycobacterium tuberculosis; Airborne transmission; Close contact with infected person
Hepatitis B,Virus,pulmonary embolism; nausea; alveococcus; fatigue; loss of appetite; dark urine,High,Hepatitis B virus; Blood contact; Sexual transmission; Mother-to-child
Restless Legs Syndrome,Disorder,sleep disturbances; worse at night; muscle weakness; uncomfortable sensations; difficulty concentrating; urge to move legs; pituitary disorders,Low,Genetic factors; Iron deficiency; Pregnancy; Chronic diseases; Medications; Caffeine
Leprosy,Bacteria,chronic nasal congestion; skin lesions; oligarthrus; macracanthorhynchus; jaundice; enlarged nerves; eye problems; numbness,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Rheumatoid Arthritis,Disease,weight loss; joint stiffness; joint pain; fever; joint swelling; fatigue,Medium,Autoimmune disorder; Genetic factors; Environmental triggers; Hormonal factors; Infections
Epilepsy,Disease,loss of consciousness; meniscus tear; headache; fatigue; convulsions; confusion; seizures,High,Genetic factors; Brain injury; Infections; Stroke; Brain tumors; Developmental disorders
Post-Traumatic Stress Disorder,Disorder,hypervigilance; irritability; sensitivity to touch; confusion; nightmares; emotional numbness; avoidance,High,Traumatic events; Severe stress; Genetic factors; Brain chemistry changes; Lack of social support
Measles,Virus,deep vein thrombosis; rash; fever; red eyes; tendinitis; runny nose; cough,High,Measles virus; Airborne transmission; Unvaccinated exposure
Post-Traumatic Stress Disorder,Disorder,avoidance; hypervigilance; nightmares;  paragonimiasis; emotional numbness; depression; irritability; flashbacks,High,Traumatic events; Severe stress; Genetic factors; Brain chemistry changes; Lack of social support
